224443	1
224886	1
224938	1
225009	1
225173	1
225250	1
225296	1
225299	1
225313	1
231343	1
231432	1
231450	1
231463	1
231495	1
231505	1
231507	1
231519	1
231564	1
231578	1
231591	1
269619	1
269653	1
269959	1
289555	1
289710	1
289732	1
289853	1
289926	1
289991	1
293183	1
342864	1
342876	1
342983	1
343072	1
343339	1
343408	1
343564	1
364242	1
364291	1
364295	1
366074	1
366637	1
366639	1
366737	1
366856	1
367311	1
379755	1
394057	1
394325	1
394417	1
394500	1
394538	1
394759	1
394805	1
394951	1
395131	1
395328	1
395331	1
395394	1
395487	1
395619	1
395663	1
395683	1
395776	1
395777	1
395815	1
396272	1
396650	1
396678	1
396699	1
397043	1
397177	1
397514	1
421237	1
421282	1
421301	1
421316	1
456640	1
466847	1
506642	1
507265	1
507293	1
507612	1
508124	1
508344	1
508427	1
508533	1
508570	1
508597	1
508653	1
508803	1
508829	1
508920	1
508956	1
508997	1
509226	1
509290	1
509395	1
509434	1
509508	1
509541	1
509595	1
509666	1
509802	1
509808	1
509876	1
509899	1
509939	1
509984	1
510026	1
510195	1
510197	1
510331	1
510824	1
511504	1
511505	1
511897	1
511899	1
515068	1
515076	1
515253	1
515255	1
515263	1
515266	1
515270	1
515284	1
515289	1
515291	1
515295	1
515301	1
515358	1
515390	1
515401	1
515405	1
515426	1
515500	1
515540	1
515542	1
515576	1
515577	1
515590	1
515772	1
515828	1
542741	1
542777	1
544815	1
544837	1
550756	1
550813	1
550993	1
565173	1
565405	1
566293	1
566597	1
566718	1
566786	1
566963	1
567019	1
567042	1
567058	1
567082	1
567123	1
567172	1
567196	1
567198	1
567232	1
567289	1
567323	1
568379	1
586417	1
598914	1
599287	1
599437	1
599453	1
599512	1
599923	1
600052	1
600247	1
600320	1
600379	1
600459	1
600460	1
600609	1
605981	1
611676	1
612096	1
612108	1
613295	1
613316	1
613807	1
614476	1
614912	1
614928	1
615119	1
615248	1
615495	1
615516	1
615688	1
615769	1
615787	1
615983	1
616696	1
616727	1
616869	1
616930	1
616952	1
616953	1
617429	1
617643	1
617744	1
618017	1
618158	1
618241	1
618253	1
618340	1
618436	1
618478	1
618559	1
618570	1
618731	1
618752	1
618768	1
618774	1
618840	1
618851	1
618874	1
618891	1
619012	1
619027	1
619053	1
619146	1
619151	1
619178	1
619193	1
619232	1
619303	1
619380	1
619400	1
619413	1
619447	1
619482	1
619658	1
619689	1
619694	1
619705	1
619762	1
619793	1
619862	1
619930	1
619942	1
619946	1
619962	1
619973	1
619976	1
619982	1
619989	1
619991	1
636658	1
638086	1
638186	1
638236	1
638343	1
638800	1
638824	1
638971	1
639591	1
640034	1
640264	1
640374	1
640776	1
640827	1
641260	1
641521	1
641577	1
641735	1
641893	1
642482	1
642729	1
643015	1
643032	1
643133	1
643327	1
643628	1
644324	1
644449	1
